location,date,time_unit,p_scores_all_ages,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages,time,projected_deaths_2020_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages
Australia,2021-05-23T00:00:00.000Z,weekly,6.47,,,,,,,,,20,,93.6,-1717,199689,-0.86,3.32
Australia,2021-05-30T00:00:00.000Z,weekly,8.01,,,,,,,,,21,,141,-1576,202573,-0.78,4.89
Australia,2021-06-06T00:00:00.000Z,weekly,,,,,,,,,,22,,,,205479.6,,
Australia,2021-06-13T00:00:00.000Z,weekly,,,,,,,,,,23,,,,208431.6,,
Australia,2021-06-20T00:00:00.000Z,weekly,,,,,,,,,,24,,,,211341.2,,
Australia,2021-06-27T00:00:00.000Z,weekly,,,,,,,,,,25,,,,214282.4,,
Australia,2021-07-04T00:00:00.000Z,weekly,,,,,,,,,,26,,,,217256.4,,
Australia,2021-07-11T00:00:00.000Z,weekly,,,,,,,,,,27,,,,220298,,
Australia,2021-07-18T00:00:00.000Z,weekly,,,,,,,,,,28,,,,223335.4,,
Australia,2021-07-25T00:00:00.000Z,weekly,,,,,,,,,,29,,,,226428.8,,
Australia,2021-08-01T00:00:00.000Z,weekly,,,,,,,,,,30,,,,229575,,
Australia,2021-08-08T00:00:00.000Z,weekly,,,,,,,,,,31,,,,232670.8,,
Australia,2021-08-15T00:00:00.000Z,weekly,,,,,,,,,,32,,,,235778.8,,
Australia,2021-08-22T00:00:00.000Z,weekly,,,,,,,,,,33,,,,238930,,
Australia,2021-08-29T00:00:00.000Z,weekly,,,,,,,,,,34,,,,242098.4,,
Australia,2021-09-05T00:00:00.000Z,weekly,,,,,,,,,,35,,,,245279.6,,
Australia,2021-09-12T00:00:00.000Z,weekly,,,,,,,,,,36,,,,248392.2,,
Australia,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,251447.2,,
Australia,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,254443.2,,
Austria,2020-01-05T00:00:00.000Z,weekly,-10.78,1614,1809,1704,1634,2293,1767,1647,1962,1,1828.2,-214.2,-214.2,1828.2,-11.72,-11.72
Austria,2020-01-12T00:00:00.000Z,weekly,-8.35,1702,1857,1768,1626,2340,1842,1709,1959,2,1876.2,-174.2,-388.4,3704.4,-10.48,-9.28
Austria,2020-01-19T00:00:00.000Z,weekly,0.59,1797,1786.4,1837,1608,2060,1786,1641,2009,3,1805.6,-8.6,-397,5510,-7.21,-0.48
Austria,2020-01-26T00:00:00.000Z,weekly,1.83,1779,1747,1792,1578,1938,1714,1713,1950,4,1766.2,12.8,-384.2,7276.2,-5.28,0.72
Austria,2020-02-02T00:00:00.000Z,weekly,7.06,1947,1818.6,1837,1609,2045,1870,1732,1868,5,1837.8,109.2,-275,9114,-3.02,5.94
Austria,2020-02-09T00:00:00.000Z,weekly,-8.43,1682,1836.8,1926,1650,1874,1938,1796,1759,6,1856,-174,-449,10970,-4.09,-9.38
Austria,2020-02-16T00:00:00.000Z,weekly,-5.06,1721,1812.8,1992,1621,1750,1881,1820,1722,7,1832,-111,-560,12802,-4.37,-6.06
Austria,2020-02-23T00:00:00.000Z,weekly,-5.65,1719,1822,2020,1581,1807,1951,1751,1668,8,1841.2,-122.2,-682.2,14643.2,-4.66,-6.64
Austria,2020-03-01T00:00:00.000Z,weekly,-2.62,1768,1815.6,1883,1714,1696,2021,1764,1589,9,1834.8,-66.8,-749,16478,-4.55,-3.64
Austria,2020-03-08T00:00:00.000Z,weekly,-0.55,1744,1753.6,1846,1532,1614,1965,1811,1751,10,1772.8,-28.8,-777.8,18250.8,-4.26,-1.62
Austria,2020-03-15T00:00:00.000Z,weekly,0.39,1718,1711.4,1763,1516,1542,1946,1790,1694,11,1730.6,-12.6,-790.4,19981.4,-3.96,-0.73
Austria,2020-03-22T00:00:00.000Z,weekly,14.89,1836,1598,1696,1499,1535,1641,1619,1659,12,1617.2,218.8,-571.6,21598.6,-2.65,13.53
Austria,2020-03-29T00:00:00.000Z,weekly,7.24,1765,1645.8,1725,1598,1489,1766,1651,1776,13,1665,100,-471.6,23263.6,-2.03,6.01
Austria,2020-04-05T00:00:00.000Z,weekly,15.3,1828,1585.4,1604,1562,1537,1617,1607,1664,14,1604.6,223.4,-248.2,24868.2,-1,13.92
Austria,2020-04-12T00:00:00.000Z,weekly,15.96,1793,1546.2,1563,1520,1532,1560,1556,1698,15,1565.4,227.6,-20.6,26433.6,-0.08,14.54
Austria,2020-04-19T00:00:00.000Z,weekly,11.86,1704,1523.4,1614,1413,1475,1557,1558,1692,16,1542.6,161.4,140.8,27976.2,0.5,10.46
Austria,2020-04-26T00:00:00.000Z,weekly,8.01,1588,1470.2,1547,1460,1440,1383,1521,1699,17,1489.4,98.6,239.4,29465.6,0.81,6.62
Austria,2020-05-03T00:00:00.000Z,weekly,1.05,1480,1464.6,1453,1447,1527,1434,1462,1660,18,1483.8,-3.8,235.6,30949.4,0.76,-0.26
Austria,2020-05-10T00:00:00.000Z,weekly,5.6,1520,1439.4,1452,1486,1434,1372,1453,1607,19,1458.6,61.4,297,32408,0.92,4.21
Austria,2020-05-17T00:00:00.000Z,weekly,1.78,1489,1463,1461,1453,1501,1342,1558,1523,20,1482.2,6.8,303.8,33890.2,0.9,0.46
Austria,2020-05-24T00:00:00.000Z,weekly,4.18,1481,1421.6,1396,1505,1327,1383,1497,1491,21,1440.8,40.2,344,35331,0.97,2.79
Austria,2020-05-31T00:00:00.000Z,weekly,0.25,1418,1414.4,1304,1402,1456,1415,1495,1609,22,1433.6,-15.6,328.4,36764.6,0.89,-1.09
Austria,2020-06-07T00:00:00.000Z,weekly,5.49,1490,1412.4,1437,1360,1312,1433,1520,1565,23,1431.6,58.4,386.8,38196.2,1.01,4.08
Austria,2020-06-14T00:00:00.000Z,weekly,1.22,1461,1443.4,1502,1348,1421,1392,1554,1604,24,1462.6,-1.6,385.2,39658.8,0.97,-0.11
Austria,2020-06-21T00:00:00.000Z,weekly,0.38,1413,1407.6,1285,1452,1476,1401,1424,1654,25,1426.8,-13.8,371.4,41085.6,0.9,-0.97
Austria,2020-06-28T00:00:00.000Z,weekly,2.73,1438,1399.8,1374,1338,1419,1414,1454,1510,26,1419,19,390.4,42504.6,0.92,1.34
Austria,2020-07-05T00:00:00.000Z,weekly,8.77,1561,1435.2,1487,1328,1413,1441,1507,1467,27,1454.4,106.6,497,43959,1.13,7.33
Austria,2020-07-12T00:00:00.000Z,weekly,0.41,1383,1377.4,1476,1323,1346,1404,1338,1459,28,1396.6,-13.6,483.4,45355.6,1.07,-0.97
Austria,2020-07-19T00:00:00.000Z,weekly,-1.82,1443,1469.8,1475,1458,1475,1511,1430,1583,29,1489,-46,437.4,46844.6,0.93,-3.09
Austria,2020-07-26T00:00:00.000Z,weekly,-2.47,1452,1488.8,1633,1424,1375,1455,1557,1532,30,1508,-56,381.4,48352.6,0.79,-3.71
Austria,2020-08-02T00:00:00.000Z,weekly,1.48,1527,1504.8,1446,1390,1616,1615,1457,1461,31,1524,3,384.4,49876.6,0.77,0.2
Austria,2020-08-09T00:00:00.000Z,weekly,0.48,1433,1426.2,1500,1359,1334,1532,1406,1623,32,1445.4,-12.4,372,51322,0.72,-0.86
Austria,2020-08-16T00:00:00.000Z,weekly,10.02,1607,1460.6,1692,1394,1380,1430,1407,1612,33,1479.8,127.2,499.2,52801.8,0.95,8.6
Austria,2020-08-23T00:00:00.000Z,weekly,3.01,1477,1433.8,1376,1408,1472,1460,1453,1564,34,1453,24,523.2,54254.8,0.96,1.65
Austria,2020-08-30T00:00:00.000Z,weekly,5.13,1500,1426.8,1476,1414,1329,1414,1501,1528,35,1446,54,577.2,55700.8,1.04,3.73
Austria,2020-09-06T00:00:00.000Z,weekly,10.59,1523,1377.2,1389,1380,1318,1376,1423,1624,36,1396.4,126.6,703.8,57097.2,1.23,9.07
Austria,2020-09-13T00:00:00.000Z,weekly,10.05,1568,1424.8,1447,1392,1426,1452,1407,,37,1444,124,827.8,58541.2,1.41,8.59
Austria,2020-09-20T00:00:00.000Z,weekly,10.26,1569,1423,1459,1376,1407,1421,1452,,38,1442.2,126.8,954.6,59983.4,1.59,8.79
Austria,2020-09-27T00:00:00.000Z,weekly,4.1,1532,1471.6,1410,1442,1496,1436,1574,,39,1490.8,41.2,995.8,61474.2,1.62,2.76
Austria,2020-10-04T00:00:00.000Z,weekly,5.07,1587,1510.4,1494,1469,1481,1553,1555,,40,1529.6,57.4,1053.2,63003.8,1.67,3.75
Austria,2020-10-11T00:00:00.000Z,weekly,6.91,1624,1519,1409,1556,1529,1509,1592,,41,1538.2,85.8,1139,64542,1.76,5.58
Austria,2020-10-18T00:00:00.000Z,weekly,7.56,1619,1505.2,1481,1607,1453,1488,1497,,42,1524.4,94.6,1233.6,66066.4,1.87,6.21
Austria,2020-10-25T00:00:00.000Z,weekly,17.96,1780,1509,1498,1522,1489,1491,1545,,43,1528.2,251.8,1485.4,67594.6,2.2,16.48
Austria,2020-11-01T00:00:00.000Z,weekly,25.31,1896,1513,1433,1484,1551,1561,1536,,44,1532.2,363.8,1849.2,69126.8,2.68,23.74
Austria,2020-11-08T00:00:00.000Z,weekly,32.9,2006,1509.4,1460,1541,1490,1501,1555,,45,1528.6,477.4,2326.6,70655.4,3.29,31.23
Austria,2020-11-15T00:00:00.000Z,weekly,47.32,2287,1552.4,1527,1616,1505,1556,1558,,46,1571.6,715.4,3042,72227,4.21,45.52
Austria,2020-11-22T00:00:00.000Z,weekly,56.96,2414,1538,1486,1550,1570,1531,1553,,47,1557.2,856.8,3898.8,73784.2,5.28,55.02
Austria,2020-11-29T00:00:00.000Z,weekly,57.94,2442,1546.2,1488,1601,1531,1525,1586,,48,1565.4,876.6,4775.4,75349.6,6.34,56
Austria,2020-12-06T00:00:00.000Z,weekly,59.08,2550,1603,1509,1619,1632,1656,1599,,49,1622.2,927.8,5703.2,76971.8,7.41,57.19
Austria,2020-12-13T00:00:00.000Z,weekly,54.28,2479,1606.8,1517,1670,1554,1626,1667,,50,1626,853,6556.2,78597.8,8.34,52.46
Austria,2020-12-20T00:00:00.000Z,weekly,36.91,2264,1653.6,1538,1847,1653,1639,1591,,51,1672.8,591.2,7147.4,80270.6,8.9,35.34
Austria,2020-12-27T00:00:00.000Z,weekly,22.81,2131,1735.2,1545,2160,1646,1689,1636,,52,1754.4,376.6,7524,82025,9.17,21.47
Austria,2021-01-03T00:00:00.000Z,weekly,15.49,2004,1735.2,,,,,,,53,1754.4,249.6,7773.6,83779.4,9.28,14.23
Austria,2021-01-10T00:00:00.000Z,weekly,8.46,,,,,,,,,1,,133.8,7907.4,85607.6,9.24,7.32
Austria,2021-01-17T00:00:00.000Z,weekly,5.49,,,,,,,,,2,,82.8,7990.2,87483.8,9.13,4.41
Austria,2021-01-24T00:00:00.000Z,weekly,12.46,,,,,,,,,3,,203.4,8193.6,89289.4,9.18,11.26
Austria,2021-01-31T00:00:00.000Z,weekly,11.62,,,,,,,,,4,,183.8,8377.4,91055.6,9.2,10.41
Austria,2021-02-07T00:00:00.000Z,weekly,2.72,,,,,,,,,5,,30.2,8407.6,92893.4,9.05,1.64
Austria,2021-02-14T00:00:00.000Z,weekly,-4.24,,,,,,,,,6,,-97,8310.6,94749.4,8.77,-5.23
Austria,2021-02-21T00:00:00.000Z,weekly,-5.01,,,,,,,,,7,,-110,8200.6,96581.4,8.49,-6
Austria,2021-02-28T00:00:00.000Z,weekly,-8.45,,,,,,,,,8,,-173.2,8027.4,98422.6,8.16,-9.41
Austria,2021-03-07T00:00:00.000Z,weekly,-12.48,,,,,,,,,9,,-245.8,7781.6,100257.4,7.76,-13.4
Austria,2021-03-14T00:00:00.000Z,weekly,-0.15,,,,,,,,,10,,-21.8,7759.8,102030.2,7.61,-1.23
Austria,2021-03-21T00:00:00.000Z,weekly,-1.02,,,,,,,,,11,,-36.6,7723.2,103760.8,7.44,-2.11
Austria,2021-03-28T00:00:00.000Z,weekly,3.82,,,,,,,,,12,,41.8,7765,105378,7.37,2.58
Austria,2021-04-04T00:00:00.000Z,weekly,7.91,,,,,,,,,13,,111,7876,107043,7.36,6.67
Austria,2021-04-11T00:00:00.000Z,weekly,4.96,,,,,,,,,14,,59.4,7935.4,108647.6,7.3,3.7
Austria,2021-04-18T00:00:00.000Z,weekly,9.82,,,,,,,,,15,,132.6,8068,110213,7.32,8.47
Austria,2021-04-25T00:00:00.000Z,weekly,11.07,,,,,,,,,16,,149.4,8217.4,111755.6,7.35,9.68
Austria,2021-05-02T00:00:00.000Z,weekly,15.56,,,,,,,,,17,,209.6,8427,113245,7.44,14.07
Austria,2021-05-09T00:00:00.000Z,weekly,13.34,,,,,,,,,18,,176.2,8603.2,114728.8,7.5,11.87
Austria,2021-05-16T00:00:00.000Z,weekly,11.64,,,,,,,,,19,,148.4,8751.6,116187.4,7.53,10.17
Austria,2021-05-23T00:00:00.000Z,weekly,4.1,,,,,,,,,20,,40.8,8792.4,117669.6,7.47,2.75
Austria,2021-05-30T00:00:00.000Z,weekly,4.88,,,,,,,,,21,,50.2,8842.6,119110.4,7.42,3.48
Austria,2021-06-06T00:00:00.000Z,weekly,13.76,,,,,,,,,22,,175.4,9018,120544,7.48,12.23
Austria,2021-06-13T00:00:00.000Z,weekly,10.8,,,,,,,,,23,,133.4,9151.4,121975.6,7.5,9.32
Austria,2021-06-20T00:00:00.000Z,weekly,11.13,,,,,,,,,24,,141.4,9292.8,123438.2,7.53,9.67
Austria,2021-06-27T00:00:00.000Z,weekly,17.5,,,,,,,,,25,,227.2,9520,124865,7.62,15.92
Austria,2021-07-04T00:00:00.000Z,weekly,7.87,,,,,,,,,26,,91,9611,126284,7.61,6.41
Austria,2021-07-11T00:00:00.000Z,weekly,2.22,,,,,,,,,27,,12.6,9623.6,127738.4,7.53,0.87
Austria,2021-07-18T00:00:00.000Z,weekly,5.92,,,,,,,,,28,,62.4,9686,129135,7.5,4.47
Austria,2021-07-25T00:00:00.000Z,weekly,7.7,,,,,,,,,29,,94,9780,130624,7.49,6.31
Austria,2021-08-01T00:00:00.000Z,weekly,2.9,,,,,,,,,30,,24,9804,132132,7.42,1.59
Austria,2021-08-08T00:00:00.000Z,weekly,-2.91,,,,,,,,,31,,-63,9741,133656,7.29,-4.13
Austria,2021-08-15T00:00:00.000Z,weekly,13.8,,,,,,,,,32,,177.6,9918.6,135101.4,7.34,12.29
Austria,2021-08-22T00:00:00.000Z,weekly,10.37,,,,,,,,,33,,132.2,10050.8,136581.2,7.36,8.93
Austria,2021-08-29T00:00:00.000Z,weekly,9.08,,,,,,,,,34,,111,10161.8,138034.2,7.36,7.64
Austria,2021-09-05T00:00:00.000Z,weekly,7.09,,,,,,,,,35,,82,10243.8,139480.2,7.34,5.67
Austria,2021-09-12T00:00:00.000Z,weekly,17.92,,,,,,,,,36,,227.6,10471.4,140876.6,7.43,16.3
Austria,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,142320.6,,
Austria,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,143762.8,,
Azerbaijan,2020-01-31T00:00:00.000Z,monthly,-3.74,5177,5378.2,5146,4953,6085,5284,5423,7972,1,5329,-152,-152,5329,-2.85,-2.85
Azerbaijan,2020-02-29T00:00:00.000Z,monthly,-0.11,5039,5044.4,5227,4978,4985,5216,4816,5366,2,4995.2,43.8,-108.2,10324.2,-1.05,0.88
Azerbaijan,2020-03-31T00:00:00.000Z,monthly,22.47,5792,4729.2,4824,4566,4790,4903,4563,5676,3,4680,1112,1003.8,15004.2,6.69,23.76
Azerbaijan,2020-04-30T00:00:00.000Z,monthly,-9.94,4511,5008.8,4664,5229,4824,5003,5324,7400,4,4959.6,-448.6,555.2,19963.8,2.78,-9.05
Azerbaijan,2020-05-31T00:00:00.000Z,monthly,-10.62,4294,4804,5066,4574,4954,4871,4555,5435,5,4754.8,-460.8,94.4,24718.6,0.38,-9.69
Azerbaijan,2020-06-30T00:00:00.000Z,monthly,45.49,6203,4263.6,4824,4135,3839,4015,4505,5198,6,4214.4,1988.6,2083,28933,7.2,47.19
Azerbaijan,2020-07-31T00:00:00.000Z,monthly,30.52,6410,4911.2,4744,4586,4804,5520,4902,5087,7,4862,1548,3631,33795,10.74,31.84
Azerbaijan,2020-08-31T00:00:00.000Z,monthly,8.9,5049,4636.2,4744,4761,4723,4684,4269,,8,4587,462,4093,38382,10.66,10.07
Azerbaijan,2020-09-30T00:00:00.000Z,monthly,6.53,4520,4243,4664,4221,4085,4144,4101,,9,4193.8,326.2,4419.2,42575.8,10.38,7.78
Azerbaijan,2020-10-31T00:00:00.000Z,monthly,27.49,5774,4529,4583,4524,4606,4546,4386,,10,4479.8,1294.2,5713.4,47055.6,12.14,28.89
Azerbaijan,2020-11-30T00:00:00.000Z,monthly,80.54,8378,4640.4,4583,5056,4623,4547,4393,,11,4591.2,3786.8,9500.2,51646.8,18.39,82.48
Azerbaijan,2020-12-31T00:00:00.000Z,monthly,199.01,14500,4849.4,4664,5065,4791,4517,5210,,12,4800.2,9699.8,19200,56447,34.01,202.07
Azerbaijan,2021-01-31T00:00:00.000Z,monthly,48.23,,,,,,,,,1,,2643,21843,61776,35.36,49.6
Azerbaijan,2021-02-28T00:00:00.000Z,monthly,6.38,,,,,,,,,2,,370.8,22213.8,66771.2,33.27,7.42
Azerbaijan,2021-03-31T00:00:00.000Z,monthly,20.02,,,,,,,,,3,,996,23209.8,71451.2,32.48,21.28
Azerbaijan,2021-04-30T00:00:00.000Z,monthly,47.74,,,,,,,,,4,,2440.4,25650.2,76410.8,33.57,49.21
Azerbaijan,2021-05-31T00:00:00.000Z,monthly,13.13,,,,,,,,,5,,680.2,26330.4,81165.6,32.44,14.31
Azerbaijan,2021-06-30T00:00:00.000Z,monthly,21.92,,,,,,,,,6,,983.6,27314,85380,31.99,23.34
Azerbaijan,2021-07-31T00:00:00.000Z,monthly,3.58,,,,,,,,,7,,225,27539,90242,30.52,4.63
Azerbaijan,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,94829,,
Belarus,2020-01-31T00:00:00.000Z,monthly,-6.3,10725,11445.8,11366,11322,11978,10659,11904,16127,1,11507.1,-782.1,-782.1,11507.1,-6.8,-6.8
Belarus,2020-02-29T00:00:00.000Z,monthly,-2.74,9622,9892.6,10005,9764,10188,9391,10115,12554,2,9953.9,-331.9,-1114,21461,-5.19,-3.33
Belarus,2020-03-31T00:00:00.000Z,monthly,-0.83,10690,10779.8,11148,10260,10205,12080,10206,11036,3,10841.1,-151.1,-1265.1,32302.1,-3.92,-1.39
Belarus,2020-04-30T00:00:00.000Z,monthly,6.33,10886,10237.6,10410,9817,9793,10825,10343,,4,10298.9,587.1,-678,42601,-1.59,5.7
Belarus,2020-05-31T00:00:00.000Z,monthly,16.4,11966,10280.4,10210,10453,10142,9940,10657,,5,10341.7,1624.3,946.3,52942.7,1.79,15.71
Belarus,2020-06-30T00:00:00.000Z,monthly,39.56,13016,9326.2,9399,9629,9304,9036,9263,,6,9387.5,3628.5,4574.8,62330.2,7.34,38.65
Belarus,2020-07-31T00:00:00.000Z,monthly,13.24,10759,9501,9342,9377,9272,9525,9989,,7,9562.3,1196.7,5771.5,71892.5,8.03,12.51
Belarus,2020-08-31T00:00:00.000Z,monthly,12.63,10413,9245.2,9678,9134,9134,9215,9065,,8,9306.5,1106.5,6878,81199,8.47,11.89
Belarus,2020-09-30T00:00:00.000Z,monthly,16.79,10659,9126.4,8964,9073,9233,9249,9113,,9,9187.7,1471.3,8349.3,90386.7,9.24,16.01
Belarus,2020-10-31T00:00:00.000Z,monthly,22.22,12704,10394,10202,10364,10629,10256,10519,,10,10455.3,2248.7,10598,100842,10.51,21.51
Belarus,2020-11-30T00:00:00.000Z,monthly,63.21,15565,9536.6,9286,9969,9509,9545,9374,,11,9597.9,5967.1,16565.1,110439.9,15,62.17
Belarus,2020-12-31T00:00:00.000Z,monthly,72.45,17531,10165.8,10015,10207,9916,10326,10365,,12,10227.1,7303.9,23869,120667,19.78,71.42
Belarus,2021-01-31T00:00:00.000Z,monthly,40.9,,,,,,,,,1,,4619.9,28488.9,132174.1,21.55,40.15
Belarus,2021-02-28T00:00:00.000Z,monthly,26.9,,,,,,,,,2,,2600.1,31089,142128,21.87,26.12
Belarus,2021-03-31T00:00:00.000Z,monthly,2.38,,,,,,,,,3,,194.9,31283.9,152969.1,20.45,1.8
Belarus,2021-04-30T00:00:00.000Z,monthly,,,,,,,,,,4,,,,163268,,
Belarus,2021-05-31T00:00:00.000Z,monthly,,,,,,,,,,5,,,,173609.7,,
Belarus,2021-06-30T00:00:00.000Z,monthly,,,,,,,,,,6,,,,182997.2,,
Belarus,2021-07-31T00:00:00.000Z,monthly,,,,,,,,,,7,,,,192559.5,,
Belarus,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,201866,,
Belgium,2020-01-05T00:00:00.000Z,weekly,-6.54,2234,2390.4,2461,2244,2557,2382,2308,2473,1,2385.3,-151.3,-151.3,2385.3,-6.34,-6.34
Belgium,2020-01-12T00:00:00.000Z,weekly,-1.79,2388,2431.6,2525,2234,2735,2317,2347,2406,2,2426.5,-38.5,-189.8,4811.8,-3.94,-1.59
Belgium,2020-01-19T00:00:00.000Z,weekly,-4.49,2314,2422.8,2526,2295,2645,2336,2312,2439,3,2417.7,-103.7,-293.5,7229.5,-4.06,-4.29
Belgium,2020-01-26T00:00:00.000Z,weekly,-9.02,2204,2422.4,2510,2263,2691,2253,2395,2443,4,2417.3,-213.3,-506.8,9646.8,-5.25,-8.82
Belgium,2020-02-02T00:00:00.000Z,weekly,-6.14,2356,2510,2644,2180,2950,2355,2421,2281,5,2504.9,-148.9,-655.7,12151.7,-5.4,-5.94
Belgium,2020-02-09T00:00:00.000Z,weekly,-12.84,2169,2488.4,2727,2127,2691,2353,2544,2229,6,2483.3,-314.3,-970,14635,-6.63,-12.66
Belgium,2020-02-16T00:00:00.000Z,weekly,-8.58,2307,2523.6,2892,2121,2631,2565,2409,2318,7,2518.5,-211.5,-1181.5,17153.5,-6.89,-8.4
Belgium,2020-02-23T00:00:00.000Z,weekly,-7.51,2301,2487.8,2774,2230,2389,2628,2418,2146,8,2482.7,-181.7,-1363.2,19636.2,-6.94,-7.32
Belgium,2020-03-01T00:00:00.000Z,weekly,-11.62,2249,2544.8,2643,2336,2315,3002,2428,2016,9,2539.7,-290.7,-1653.9,22175.9,-7.46,-11.45
Belgium,2020-03-08T00:00:00.000Z,weekly,-9.82,2212,2452.8,2457,2264,2138,3016,2389,2162,10,2447.7,-235.7,-1889.6,24623.6,-7.67,-9.63
Belgium,2020-03-15T00:00:00.000Z,weekly,-4.72,2234,2344.6,2380,2248,2036,2724,2335,2107,11,2339.5,-105.5,-1995.1,26963.1,-7.4,-4.51
Belgium,2020-03-22T00:00:00.000Z,weekly,9.98,2554,2322.2,2380,2364,2106,2594,2167,2113,12,2317.1,236.9,-1758.2,29280.2,-6,10.22
Belgium,2020-03-29T00:00:00.000Z,weekly,43.61,3198,2226.8,2270,2273,2068,2460,2063,2226,13,2221.7,976.3,-781.9,31501.9,-2.48,43.94
Belgium,2020-04-05T00:00:00.000Z,weekly,89.71,4021,2119.6,2163,2080,1969,2203,2183,2214,14,2114.5,1906.5,1124.6,33616.4,3.35,90.16
Belgium,2020-04-12T00:00:00.000Z,weekly,104.85,4292,2095.2,2218,2160,1954,2175,1969,2168,15,2090.1,2201.9,3326.5,35706.5,9.32,105.35
Belgium,2020-04-19T00:00:00.000Z,weekly,80.51,3703,2051.4,2152,2049,1917,2044,2095,2216,16,2046.3,1656.7,4983.2,37752.8,13.2,80.96
Belgium,2020-04-26T00:00:00.000Z,weekly,49.54,3039,2032.2,2087,1996,2079,1953,2046,2204,17,2027.1,1011.9,5995.1,39779.9,15.07,49.92
Belgium,2020-05-03T00:00:00.000Z,weekly,20.71,2429,2012.2,2005,2087,2091,1867,2011,2265,18,2007.1,421.9,6417,41787,15.36,21.02
Belgium,2020-05-10T00:00:00.000Z,weekly,17.72,2390,2030.2,2063,2065,2009,1980,2034,2074,19,2025.1,364.9,6781.9,43812.1,15.48,18.02
Belgium,2020-05-17T00:00:00.000Z,weekly,3.07,2042,1981.2,1976,1926,2110,1860,2034,2025,20,1976.1,65.9,6847.8,45788.2,14.96,3.33
Belgium,2020-05-24T00:00:00.000Z,weekly,5.67,2082,1970.2,1950,1946,2009,1951,1995,1990,21,1965.1,116.9,6964.7,47753.3,14.58,5.95
Belgium,2020-05-31T00:00:00.000Z,weekly,2.67,1983,1931.4,1905,1885,1981,1953,1933,1983,22,1926.3,56.7,7021.4,49679.6,14.13,2.94
Belgium,2020-06-07T00:00:00.000Z,weekly,-4.21,1799,1878,1942,1856,1815,1811,1966,1875,23,1872.9,-73.9,6947.5,51552.5,13.48,-3.95
Belgium,2020-06-14T00:00:00.000Z,weekly,2.06,1899,1860.6,2003,1851,1868,1734,1847,1962,24,1855.5,43.5,6991,53408,13.09,2.34
Belgium,2020-06-21T00:00:00.000Z,weekly,-5.23,1822,1922.6,1900,1920,2101,1779,1913,1776,25,1917.5,-95.5,6895.5,55325.5,12.46,-4.98
Belgium,2020-06-28T00:00:00.000Z,weekly,3.74,1968,1897,1888,1846,1821,1950,1980,1917,26,1891.9,76.1,6971.6,57217.4,12.18,4.02
Belgium,2020-07-05T00:00:00.000Z,weekly,-12.61,1768,2023.2,2301,1899,1901,2080,1935,1815,27,2018.1,-250.1,6721.5,59235.5,11.35,-12.39
Belgium,2020-07-12T00:00:00.000Z,weekly,-9.66,1682,1861.8,1908,1933,1847,1833,1788,1890,28,1856.7,-174.7,6546.8,61092.2,10.72,-9.41
Belgium,2020-07-19T00:00:00.000Z,weekly,-2.4,1859,1904.8,1797,2030,1827,1988,1882,1989,29,1899.7,-40.7,6506.1,62991.9,10.33,-2.14
Belgium,2020-07-26T00:00:00.000Z,weekly,-9.31,1810,1995.8,1740,1917,1897,2107,2318,1864,30,1990.7,-180.7,6325.4,64982.6,9.73,-9.08
Belgium,2020-08-02T00:00:00.000Z,weekly,3.27,1947,1885.4,1777,1801,1808,2125,1916,1854,31,1880.3,66.7,6392.1,66862.9,9.56,3.55
Belgium,2020-08-09T00:00:00.000Z,weekly,9.1,2046,1875.4,1997,1788,1826,2000,1766,1853,32,1870.3,175.7,6567.8,68733.2,9.56,9.39
Belgium,2020-08-16T00:00:00.000Z,weekly,55.35,2882,1855.2,1852,1976,1784,1887,1777,1813,33,1850.1,1031.9,7599.7,70583.3,10.77,55.78
Belgium,2020-08-23T00:00:00.000Z,weekly,16.47,2215,1901.8,1755,2120,1951,1824,1859,1811,34,1896.7,318.3,7918,72480,10.92,16.78
Belgium,2020-08-30T00:00:00.000Z,weekly,-1.52,1879,1908,1919,1866,1924,1825,2006,1887,35,1902.9,-23.9,7894.1,74382.9,10.61,-1.26
Belgium,2020-09-06T00:00:00.000Z,weekly,2.33,1891,1848,1775,1835,1883,1909,1838,,36,1842.9,48.1,7942.2,76225.8,10.42,2.61
Belgium,2020-09-13T00:00:00.000Z,weekly,-2.11,1825,1864.4,1917,1938,1823,1811,1833,,37,1859.3,-34.3,7907.9,78085.1,10.13,-1.84
Belgium,2020-09-20T00:00:00.000Z,weekly,6.44,2004,1882.8,1844,1769,1908,1970,1923,,38,1877.7,126.3,8034.2,79962.8,10.05,6.73
Belgium,2020-09-27T00:00:00.000Z,weekly,0.44,1916,1907.6,1932,1906,1963,1831,1906,,39,1902.5,13.5,8047.7,81865.3,9.83,0.71
